id,name,engine_size,cylinders,turbo,petrol,combined_fuel_consumption
434,HYUNDAI MOTOR COMPANY Kona FWD,2,4,0,1,7.376684146
435,HYUNDAI MOTOR COMPANY Kona N,2,4,1,1,10.39694117
436,HYUNDAI MOTOR COMPANY Palisade AWD,3.8,6,0,1,11.18705173
437,HYUNDAI MOTOR COMPANY Palisade FWD,3.8,6,0,1,10.74420559
438,HYUNDAI MOTOR COMPANY Santa Cruz AWD,2.5,4,0,1,10.38628997
439,HYUNDAI MOTOR COMPANY Santa Cruz AWD,2.5,4,1,1,10.56700915
440,HYUNDAI MOTOR COMPANY Santa Cruz FWD,2.5,4,0,1,10.1139056
441,HYUNDAI MOTOR COMPANY Santa Fe AWD,2.5,4,0,1,10.00778634
442,HYUNDAI MOTOR COMPANY Santa Fe AWD,2.5,4,1,1,9.850696262
443,HYUNDAI MOTOR COMPANY Santa Fe FWD,2.5,4,0,1,9.080450451
444,HYUNDAI MOTOR COMPANY Santa Fe FWD,2.5,4,1,1,9.584134694
445,HYUNDAI MOTOR COMPANY Sonata,1.6,4,1,1,7.71016013
446,HYUNDAI MOTOR COMPANY Sonata,2.5,4,0,1,7.692232222
447,HYUNDAI MOTOR COMPANY Sonata,2.5,4,0,1,7.398611561
448,HYUNDAI MOTOR COMPANY Sonata,2.5,4,1,1,8.801188409
449,HYUNDAI MOTOR COMPANY Tucson AWD,2.5,4,0,1,9.295992854
450,HYUNDAI MOTOR COMPANY Tucson FWD,2.5,4,0,1,8.513279717
451,HYUNDAI MOTOR COMPANY Venue,1.6,4,0,1,7.636068501
452,INFINITI Q50,3,6,1,1,10.22652174
453,INFINITI Q50 AWD,3,6,1,1,10.63201765
454,INFINITI Q50 AWD RED SPORT,3,6,1,1,10.68490413
455,INFINITI Q50 RED SPORT,3,6,1,1,10.64125301
456,INFINITI QX50,2,4,1,1,9.046538462
457,INFINITI QX50 AWD,2,4,1,1,9.4084
458,INFINITI QX55 AWD,2,4,1,1,9.352174726
459,INFINITI QX60 AWD,3.5,6,0,1,10.72568583
460,INFINITI QX60 FWD,3.5,6,0,1,10.23912031
461,INFINITI QX80 2WD,5.6,8,0,1,14.58974295
462,INFINITI QX80 4WD,5.6,8,0,1,15.68066667
463,Jaguar E-PACE,2,4,1,1,10.43457815
464,Jaguar F-PACE,2,4,1,1,9.880448298
465,Jaguar XF P250,2,4,1,1,8.382245505
466,Jaguar XF P250 AWD,2,4,1,1,8.902859998
467,Jaguar XF P300 AWD,2,4,1,1,9.324220933
468,Jeep Cherokee 4X4,2.4,4,0,1,9.726977983
469,Jeep Cherokee Trailhawk 4X4,2,4,1,1,10.59094225
470,Jeep Compass 4X4,2,4,1,1,8.751967435
471,Jeep Gladiator 4X4,3.6,6,0,1,12.57336826
472,Jeep Gladiator 4X4,3.6,6,0,1,12.3249197
473,Jeep Gladiator EcoDiesel 4X4,3,6,1,0,9.782115958
474,Jeep Gladiator Rubic EcoDiesel 4X4,3,6,1,0,9.782115958
475,Jeep Grand Cherokee 4X2,3.6,6,0,1,10.76623793
476,Jeep Grand Cherokee 4X4,3.6,6,0,1,10.92617712
477,Jeep Grand Cherokee 4X4,5.7,8,0,1,14.09396777
478,Jeep Grand Cherokee L 4X2,3.6,6,0,1,11.00531527
479,Jeep Grand Cherokee L 4X4,3.6,6,0,1,11.15103991
480,Jeep Grand Cherokee L 4X4,5.7,8,0,1,14.09396777
481,Jeep Grand Wagoneer 4x4,3,6,1,1,14.25359658
482,Jeep Grand Wagoneer 4x4,6.4,8,0,1,15.96505756
483,Jeep Grand Wagoneer L 4x4,3,6,1,1,14.98000204
484,Jeep Renegade 4x4,1.3,4,1,1,9.03604275
485,Jeep Renegade Trailhawk 4x4,1.3,4,1,1,9.676397505
486,Jeep Wagoneer 4x2,3,6,1,1,11.99072186
487,Jeep Wagoneer 4x4,3,6,1,1,12.53644315
488,Jeep Wagoneer L 4x2,3,6,1,1,11.99072186
489,Jeep Wagoneer L 4x4,3,6,1,1,12.62350599
490,Jeep Wrangler 2dr 4X4,2,4,1,1,10.30876778
491,Jeep Wrangler 2dr 4X4,3.6,6,0,1,11.81894468
492,Jeep Wrangler 2dr 4X4,3.6,6,0,1,11.51906049
493,Jeep Wrangler 4dr 4X4,2,4,1,1,10.69136364
494,Jeep Wrangler 4dr 4X4,3.6,6,0,1,12.16196651
495,Jeep Wrangler 4dr 4X4,3.6,6,0,1,11.50300523
496,Jeep Wrangler 4dr 4X4,6.4,8,0,1,16.49681931
497,Jeep Wrangler 4dr EcoDiesel 4x4,3,6,1,0,9.514544256
498,Jeep Wrangler Rubic 4dr EcoDiesel 4x4,3,6,1,0,10.22652174
499,KIA Carnival,3.5,6,0,1,10.70942362
500,KIA Forte,1.6,4,1,1,9.198130731
501,KIA Forte,1.6,4,1,1,7.762552557
502,KIA Forte,2,4,0,1,7.277852382
503,KIA Forte FE,2,4,0,1,6.852599624
504,KIA K5,1.6,4,1,1,7.697216423
505,KIA K5,2.5,4,1,1,8.734579592
506,KIA K5 AWD,1.6,4,1,1,8.299137307
507,KIA Rio,1.6,4,0,1,6.584789559
508,KIA Seltos AWD,1.6,4,1,1,8.700299985
509,KIA Seltos AWD,2,4,0,1,8.240838063
510,KIA Seltos FWD,2,4,0,1,7.468904702
511,KIA Sorento AWD,2.5,4,0,1,9.691708009
512,KIA Sorento AWD,2.5,4,1,1,9.901744519
513,KIA Sorento FWD,2.5,4,0,1,8.987463175
514,KIA Sorento FWD,2.5,4,1,1,9.465762521
515,KIA Soul,2,4,0,1,7.862873571
516,KIA Soul Eco dynamics,2,4,0,1,7.502878852
517,KIA Sportage AWD,2.5,4,0,1,9.433757941
518,KIA Sportage FWD,2.5,4,0,1,8.540451042
519,KIA Stinger AWD,2.5,4,1,1,9.966652118
520,KIA Stinger AWD,3.3,6,1,1,11.85080312
521,KIA Stinger RWD,2.5,4,1,1,9.321301756
522,KIA Stinger RWD,3.3,6,1,1,11.47987447
523,KIA Telluride AWD,3.8,6,0,1,11.44986516
524,KIA Telluride FWD,3.8,6,0,1,10.43902396
525,Lamborghini Huracan Coupe,5.2,10,0,1,15.91245814
526,Lamborghini Huracan Coupe 2WD,5.2,10,0,1,15.81956242
527,Lamborghini Huracan Spyder,5.2,10,0,1,15.91245814
528,Lamborghini Huracan Spyder 2WD,5.2,10,0,1,15.81956242
529,Lamborghini Urus Performante,4,8,1,1,14.76197948
530,Lamborghini Urus S,4,8,1,1,14.76197948
531,Land Rover Defender 110,2,4,1,1,12.56933682
532,Land Rover Defender 90,2,4,1,1,12.3313813
533,Land Rover Discovery,2,4,1,1,11.12114535
534,Land Rover Discovery Sport,2,4,1,1,11.50463688
535,Land Rover New Range Rover,4.4,8,1,1,13.30410928
536,Land Rover New Range Rover LWB,4.4,8,1,1,13.30320632
537,Land Rover New Range Rover Sport,4.4,8,1,1,13.30410928
538,Land Rover Range Rover Evoque,2,4,1,1,10.49786883
539,Land Rover Range Rover Velar,2,4,1,1,10.39707904
540,LEXUS ES 250 AWD,2.5,4,0,1,8.400357143
541,LEXUS ES 350,3.5,6,0,1,9.22366837
542,LEXUS ES 350 F SPORT,3.5,6,0,1,9.382691425
543,LEXUS GX 460,4.6,8,0,1,14.4608461
544,LEXUS IS 300,2,4,1,1,9.470107219
545,LEXUS IS 300 AWD,3.5,6,0,1,10.80193618
546,LEXUS IS 350,3.5,6,0,1,10.25885945
547,LEXUS IS 350 AWD,3.5,6,0,1,10.80193618
548,LEXUS IS 500,5,8,0,1,11.94086679
549,LEXUS LC 500,5,8,0,1,12.61328414
550,LEXUS LC 500 CONVERTIBLE,5,8,0,1,13.038682
551,LEXUS LS 500,3.4,6,1,1,10.70537795
552,LEXUS LS 500 AWD,3.4,6,1,1,11.13947431
553,LEXUS LX 600,3.4,6,1,1,12.69333305
554,LEXUS NX 250,2.5,4,0,1,8.297790525
555,LEXUS NX 250 AWD,2.5,4,0,1,8.373174231
556,LEXUS NX 350 AWD,2.4,4,1,1,9.470946128
557,LEXUS NX 350 AWD,2.4,4,1,1,9.329324644
558,LEXUS RC 300,2,4,1,1,9.470107219
559,LEXUS RC 300 AWD,3.5,6,0,1,10.80193618
560,LEXUS RC 350,3.5,6,0,1,10.25885945
561,LEXUS RC 350 AWD,3.5,6,0,1,10.80193618
562,LEXUS RC F,5,8,0,1,12.2263229
563,LEXUS RX 350,2.4,4,1,1,9.455108235
564,LEXUS RX 350 AWD,2.4,4,1,1,9.936925176
565,Lincoln AVIATOR AWD,3,6,1,1,12.17077689
566,Lincoln AVIATOR AWD,3,6,1,1,11.88625659
567,Lincoln AVIATOR RWD,3,6,1,1,11.15241459
568,Lincoln CORSAIR AWD,2,4,1,1,9.922169961
569,Lincoln CORSAIR FWD,2,4,1,1,9.454880191
570,Lincoln NAUTILUS AWD,2,4,1,1,10.69136364
571,Lincoln NAUTILUS AWD,2.7,6,1,1,11.1571228
572,Lincoln NAUTILUS FWD,2,4,1,1,10.22652174
573,Lincoln NAUTILUS FWD,2,4,1,1,10.03066216
574,Lincoln NAVIGATOR 2WD,3.5,6,1,1,12.39878969
575,Lincoln NAVIGATOR 2WD,3.5,6,1,1,12.22448014
576,Lincoln NAVIGATOR 4WD,3.5,6,1,1,13.5151752
577,Lincoln NAVIGATOR 4WD,3.5,6,1,1,13.1905539
578,MASERATI GHIBLI GT,3,6,1,1,11.60997665
579,MASERATI GHIBLI MODENA AWD,3,6,1,1,12.00694249
580,MASERATI GHIBLI MODENA RWD,3,6,1,1,11.60997665
581,MASERATI GHIBLI TROFEO,3.8,8,1,1,14.93558035
582,MASERATI GRECALE TROFEO,3,6,1,1,11.59692537
583,MASERATI LEVANTE GT,3,6,1,1,13.20758955
584,MASERATI LEVANTE MODENA,3,6,1,1,13.20758955
585,MASERATI LEVANTE MODENA V8,3.8,8,1,1,14.99776828
586,MASERATI LEVANTE TROFEO,3.8,8,1,1,14.99776828
587,MASERATI MC20,3,6,1,1,12.753279
588,MASERATI MC20 Spyder,3,6,1,1,12.83967465
589,MASERATI QUATTROPORTE GT,3,6,1,1,12.13936973
590,MASERATI QUATTROPORTE MODENA AWD,3,6,1,1,12.00694249
591,MASERATI QUATTROPORTE MODENA RWD,3,6,1,1,12.13936973
592,MASERATI QUATTROPORTE TROFEO,3.8,8,1,1,14.93558035
593,MAZDA CX-30 4WD,2.5,4,0,1,8.173569773
594,MAZDA CX-30 4WD,2.5,4,1,1,9.343333029
595,MAZDA CX-5 4WD,2.5,4,0,1,8.960756451
596,MAZDA CX-5 4WD,2.5,4,1,1,9.843770272
597,MAZDA CX-9 4WD,2.5,4,1,1,10.43198652
598,MAZDA MAZDA CX-50 4WD,2.5,4,0,1,8.843711343
599,MAZDA MAZDA CX-50 4WD,2.5,4,1,1,9.401367777
600,MAZDA MAZDA3 4-Door 2WD,2,4,0,1,7.586122373
601,MAZDA MAZDA3 4-Door 2WD,2.5,4,0,1,7.574347497
602,MAZDA MAZDA3 4-Door 4WD,2.5,4,0,1,7.947062381
603,MAZDA MAZDA3 4-Door 4WD,2.5,4,1,1,8.830795338
604,MAZDA MAZDA3 5-Door 2WD,2.5,4,0,1,7.831509832
605,MAZDA MAZDA3 5-Door 2WD,2.5,4,0,1,7.745732125
606,MAZDA MAZDA3 5-Door 4WD,2.5,4,0,1,8.242801873
607,MAZDA MAZDA3 5-Door 4WD,2.5,4,1,1,8.91433206
608,MAZDA MX-5,2,4,0,1,8.100271031
609,MAZDA MX-5,2,4,0,1,7.91316079
610,Mercedes-Benz AMG C 43 4MATIC (convertible),3,6,1,1,10.9248069
611,Mercedes-Benz AMG C 43 4MATIC (coupe),3,6,1,1,10.97942379
612,Mercedes-Benz AMG C 63 S (convertible),4,8,1,1,12.2546057
613,Mercedes-Benz AMG C 63 S (coupe),4,8,1,1,12.2546057
614,Mercedes-Benz AMG CLA 35 4MATIC,2,4,1,1,9.912677742
615,Mercedes-Benz AMG CLA 45 4MATIC,2,4,1,1,10.30154385
616,Mercedes-Benz AMG E 63 S 4MATIC+,4,8,1,1,12.5735699
617,Mercedes-Benz AMG E 63 S 4MATIC+ (SW),4,8,1,1,12.49780819
618,Mercedes-Benz AMG G 63,4,8,1,1,16.50260649
619,Mercedes-Benz AMG G 63 4x4 Squared,4,8,1,1,21.67594367
620,Mercedes-Benz AMG GLA 35 4MATIC,2,4,1,1,9.516161007
621,Mercedes-Benz AMG GLA 45 4MATIC,2,4,1,1,10.80560839
622,Mercedes-Benz AMG GLB 35 4MATIC,2,4,1,1,10.16034696
623,Mercedes-Benz AMG GLC 43 4MATIC (coupe),3,6,1,1,11.85677703
624,Mercedes-Benz AMG GT 63 4MATIC+,4,8,1,1,13.99534698
625,Mercedes-Benz AMG GT 63 S 4MATIC+,4,8,1,1,13.99534698
626,Mercedes-Benz AMG SL 55 4MATIC+,4,8,1,1,14.91323176
627,Mercedes-Benz AMG SL 63 4MATIC+,4,8,1,1,14.4597793
628,Mercedes-Benz C 300 (convertible),2,4,1,1,9.839816934
629,Mercedes-Benz C 300 (Coupe),2,4,1,1,9.286816992
630,Mercedes-Benz C 300 4MATIC (convertible),2,4,1,1,9.535952906
631,Mercedes-Benz C 300 4MATIC (Coupe),2,4,1,1,9.286816992
632,Mercedes-Benz CLA 250,2,4,1,1,8.201442863
633,Mercedes-Benz CLA 250 4MATIC,2,4,1,1,8.570512423
634,Mercedes-Benz E 350,2,4,1,1,9.107276993
635,Mercedes-Benz E 350 4MATIC,2,4,1,1,9.685203105
636,Mercedes-Benz G 550,4,8,1,1,16.33278013
637,Mercedes-Benz GLA 250,2,4,1,1,8.530168021
638,Mercedes-Benz GLA 250 4MATIC,2,4,1,1,8.965914202
639,Mercedes-Benz GLB 250,2,4,1,1,8.779309779
640,Mercedes-Benz GLB 250 4MATIC,2,4,1,1,9.439323223
641,Mercedes-Benz GLC 300 4MATIC (Coupe),2,4,1,1,10.50565235
642,Mercedes-Benz GLE 350,2,4,1,1,10.72387648
643,Mercedes-Benz GLE 350 4MATIC,2,4,1,1,10.97112738
644,Mercedes-Benz Maybach S 680 4Matic,6,12,1,1,16.44537668
645,"Mercedes-Benz Metris (Cargo Van, LWB)",2,4,1,1,11.57575101
646,Mercedes-Benz Metris (Cargo Van),2,4,1,1,11.57575101
647,Mercedes-Benz Metris (Passenger Van),2,4,1,1,12.25613823
648,Mercedes-Benz Metris (US Postal Long),2,4,1,1,11.06573766
649,Mercedes-Benz Metris (US Postal),2,4,1,1,11.06573766
650,Mini COOPER CONVERTIBLE,1.5,3,1,1,7.575250082
651,Mini COOPER CONVERTIBLE,1.5,3,1,1,7.275038585
652,Mini COOPER COUNTRYMAN,1.5,3,1,1,8.301509879
653,Mini COOPER COUNTRYMAN ALL4,1.5,3,1,1,8.976453078
654,Mini COOPER HARDTOP 2 DOOR,1.5,3,1,1,7.575250082
655,Mini COOPER HARDTOP 2 DOOR,1.5,3,1,1,7.275038585
656,Mini COOPER HARDTOP 4 DOOR,1.5,3,1,1,7.575250082
657,Mini COOPER HARDTOP 4 DOOR,1.5,3,1,1,7.275038585
658,Mini COOPER S CLUBMAN,2,4,1,1,9.324997225
659,Mini COOPER S CLUBMAN,2,4,1,1,8.167240757
660,Mini COOPER S CLUBMAN ALL4,2,4,1,1,8.861636997
661,Mini COOPER S CONVERTIBLE,2,4,1,1,8.775575686
662,Mini COOPER S CONVERTIBLE,2,4,1,1,7.804432942
663,Mini COOPER S COUNTRYMAN,2,4,1,1,8.549391354
664,Mini COOPER S COUNTRYMAN ALL4,2,4,1,1,9.100441074
665,Mini COOPER S HARDTOP 2 DOOR,2,4,1,1,8.813126204
666,Mini COOPER S HARDTOP 2 DOOR,2,4,1,1,7.467150064
667,Mini COOPER S HARDTOP 4 DOOR,2,4,1,1,8.813126204
668,Mini COOPER S HARDTOP 4 DOOR,2,4,1,1,7.467150064
669,Mini JCW COUNTRYMAN ALL4,2,4,1,1,9.00073855
670,Mini JOHN COOPER WORKS CLUBMAN ALL4,2,4,1,1,9.012982435
671,Mini JOHN COOPER WORKS CONVERTIBLE,2,4,1,1,8.6012265
672,Mini JOHN COOPER WORKS HARDTOP 2 DOOR,2,4,1,1,9.282602175
673,Mini JOHN COOPER WORKS HARDTOP 2 DOOR,2,4,1,1,8.197326921
674,MITSUBISHI MOTORS Outlander 2WD,2.5,4,0,1,8.654744821
675,MITSUBISHI MOTORS Outlander 4WD,2.5,4,0,1,9.046538462
676,Mitsubishi Motors Corporation ECLIPSE CROSS 2WD,1.5,4,1,1,9.046538462
677,Mitsubishi Motors Corporation ECLIPSE CROSS 4WD,1.5,4,1,1,9.280551128
678,Mitsubishi Motors Corporation ECLIPSE CROSS ES 2WD,1.5,4,1,1,8.711481481
679,Mitsubishi Motors Corporation ECLIPSE CROSS ES 4WD,1.5,4,1,1,8.99344256
680,Mitsubishi Motors Corporation MIRAGE,1.2,3,0,1,6.462168251
681,Mitsubishi Motors Corporation MIRAGE,1.2,3,0,1,6.009530014
682,Mitsubishi Motors Corporation MIRAGE G4,1.2,3,0,1,6.720285714
683,Mitsubishi Motors Corporation MIRAGE G4,1.2,3,0,1,6.278327345
684,Mitsubishi Motors Corporation Outlander Sport 2WD,2,4,0,1,8.872701759
685,Mitsubishi Motors Corporation Outlander Sport 4WD,2,4,0,1,9.123597772
686,Mitsubishi Motors Corporation Outlander Sport 4WD,2.4,4,0,1,9.332359931
687,NISSAN ALTIMA,2.5,4,0,1,7.452670268
688,NISSAN ALTIMA AWD,2.5,4,0,1,7.926467615
689,NISSAN ALTIMA SL/SR,2.5,4,0,1,7.58118322
690,NISSAN ALTIMA SR,2,4,1,1,8.222170952
691,NISSAN ARMADA 2WD,5.6,8,0,1,14.54553325
692,NISSAN ARMADA 4WD,5.6,8,0,1,15.68066667
693,NISSAN FRONTIER 2WD,3.8,6,0,1,11.7605
694,NISSAN FRONTIER 2WD,3.8,6,0,1,11.13615166
695,NISSAN FRONTIER 4WD,3.8,6,0,1,12.37947368
696,NISSAN FRONTIER 4WD,3.8,6,0,1,11.56135565
697,NISSAN FRONTIER 4WD PRO-4X,3.8,6,0,1,12.47196314
698,NISSAN FRONTIER 4WD PRO-4X,3.8,6,0,1,12.37947368
699,NISSAN GT-R,3.8,6,1,1,13.06722222
700,NISSAN KICKS,1.6,4,0,1,7.114360294
701,NISSAN MAXIMA,3.5,6,0,1,9.800416667
702,NISSAN MURANO AWD,3.5,6,0,1,10.32818702
703,NISSAN MURANO FWD,3.5,6,0,1,10.22652174
704,NISSAN PATHFINDER 2WD,3.5,6,0,1,10.35419345
705,NISSAN PATHFINDER 4WD,3.5,6,0,1,10.03635464
706,NISSAN PATHFINDER 4WD ROCK CREEK,3.5,6,0,1,11.07595086
707,NISSAN PATHFINDER 4WD SL/PLATINUM,3.5,6,0,1,10.53402363
708,NISSAN ROGUE AWD,1.5,3,1,1,7.587419355
709,NISSAN ROGUE AWD SL/PLATINUM,1.5,3,1,1,7.587419355
710,NISSAN ROGUE FWD,1.5,3,1,1,7.127575758
711,NISSAN ROGUE FWD,1.5,3,1,1,7.071517907
712,NISSAN ROGUE FWD SL/PLATINUM,1.5,3,1,1,7.3503125
713,NISSAN SENTRA,2,4,0,1,7.097015578
714,NISSAN SENTRA SR,2,4,0,1,7.256163775
715,NISSAN TITAN 2WD,5.6,8,0,1,13.27190448
716,NISSAN TITAN 4WD,5.6,8,0,1,13.34600545
717,NISSAN TITAN 4WD PRO-4X,5.6,8,0,1,13.64913014
718,NISSAN VERSA,1.6,4,0,1,7.840333333
719,NISSAN VERSA,1.6,4,0,1,6.713955413
720,NISSAN Z,3,6,1,1,11.49727
721,NISSAN Z,3,6,1,1,10.69136364
722,Porsche 718 Boxster,2,4,1,1,10.8670141
723,Porsche 718 Boxster,2,4,1,1,9.961924365
724,Porsche 718 Boxster GTS 4.0,3.7,6,1,1,12.17808659
725,Porsche 718 Boxster GTS 4.0,3.7,6,1,1,11.14797454
726,Porsche 718 Boxster S,2.5,4,1,1,11.22083399
727,Porsche 718 Boxster S,2.5,4,1,1,10.88511875
728,Porsche 718 Boxster T,2,4,1,1,10.4587515
729,Porsche 718 Boxster T,2,4,1,1,10.0957597
730,Porsche 718 Cayman,2,4,1,1,9.961924365
731,Porsche 718 Cayman GT4,3.7,6,1,1,12.30866646
732,Porsche 718 Cayman GT4,3.7,6,1,1,11.60527939
733,Porsche 718 Cayman GTS 4.0,3.7,6,1,1,12.17808659
734,Porsche 718 Cayman GTS 4.0,3.7,6,1,1,11.14797454
735,Porsche 718 Cayman S,2.5,4,1,1,11.22083399
736,Porsche 718 Cayman S,2.5,4,1,1,10.88511875
737,Porsche 718 Cayman T,2,4,1,1,10.4587515
738,Porsche 718 Cayman T,2,4,1,1,10.0957597
739,Porsche 718 GT4 RS,4,6,0,1,14.42837951
740,Porsche 718 Spyder,3.7,6,1,1,12.24235926
741,Porsche 718 Spyder,3.7,6,1,1,11.60527939
742,Porsche 911 Carrera,3,6,1,1,11.7605
743,Porsche 911 Carrera 4,3,6,1,1,11.7605
744,Porsche 911 Carrera 4 Cabriolet,3,6,1,1,11.7605
745,Porsche 911 Carrera 4 GTS,3,6,1,1,12.37947368
746,Porsche 911 Carrera 4 GTS Cabriolet,3,6,1,1,12.15599531
747,Porsche 911 Carrera 4 GTS Cabriolet,3,6,1,1,12.14695539
748,Porsche 911 Carrera 4S,3,6,1,1,11.7605
749,Porsche 911 Carrera 4S,3,6,1,1,11.60980473
750,Porsche 911 Carrera 4S Cabriolet,3,6,1,1,11.54404908
751,Porsche 911 Carrera 4S Cabriolet,3,6,1,1,11.5228414
752,Porsche 911 Carrera Cabriolet,3,6,1,1,11.7605
753,Porsche 911 Carrera GTS,3,6,1,1,12.37947368
754,Porsche 911 Carrera GTS,3,6,1,1,11.74300293
755,Porsche 911 Carrera GTS Cabriolet,3,6,1,1,12.37947368
756,Porsche 911 Carrera GTS Cabriolet,3,6,1,1,11.65242377
757,Porsche 911 Carrera S,3,6,1,1,11.53929178
758,Porsche 911 Carrera S,3,6,1,1,11.17700448
759,Porsche 911 Carrera S Cabriolet,3,6,1,1,11.7605
760,Porsche 911 Carrera S Cabriolet,3,6,1,1,11.5228414
761,Porsche 911 GT3,4,6,0,1,15.00570984
762,Porsche 911 GT3,4,6,0,1,14.32992768
763,Porsche 911 GT3 RS,4,6,0,1,15.09498139
764,Porsche 911 GT3 Touring,4,6,0,1,14.93358899
765,Porsche 911 GT3 Touring,4,6,0,1,14.37353719
766,Porsche 911 Sport Classic,3.7,6,1,1,13.72631407
767,Porsche 911 Targa 4,3,6,1,1,11.7605
768,Porsche 911 Targa 4 GTS,3,6,1,1,12.15097147
769,Porsche 911 Targa 4 GTS,3,6,1,1,12.14695539
770,Porsche 911 Targa 4S,3,6,1,1,11.7605
771,Porsche 911 Targa 4S,3,6,1,1,11.73977929
772,Porsche 911 Turbo,3.7,6,1,1,13.72503253
773,Porsche 911 Turbo Cabriolet,3.7,6,1,1,13.74323677
774,Porsche 911 Turbo S,3.7,6,1,1,13.50679331
775,Porsche 911 Turbo S Cabriolet,3.7,6,1,1,13.92055206
776,Porsche Cayenne,3,6,1,1,12.37947368
777,Porsche Cayenne GTS,4,8,1,1,14.21328692
778,Porsche Cayenne GTS Coupe,4,8,1,1,13.65309155
779,Porsche Cayenne S,2.9,6,1,1,13.06722222
780,Porsche Cayenne S Coupe,2.9,6,1,1,12.95223516
781,Porsche Cayenne Turbo,4,8,1,1,14.700625
782,Porsche Cayenne Turbo Coupé,4,8,1,1,14.12384258
783,Porsche Cayenne Turbo GT,4,8,1,1,14.700625
784,Porsche Macan,2,4,1,1,11.20047619
785,Porsche Macan GTS,2.9,6,1,1,12.37947368
786,Porsche Macan S,2.9,6,1,1,12.37947368
787,Porsche Macan T,2,4,1,1,11.03236398
788,Porsche Panamera,2.9,6,1,1,11.7605
789,Porsche Panamera 4,2.9,6,1,1,11.7605
790,Porsche Panamera 4 Executive,2.9,6,1,1,12.37947368
791,Porsche Panamera 4 ST,2.9,6,1,1,11.7605
792,Porsche Panamera 4S,2.9,6,1,1,11.7605
793,Porsche Panamera 4S Executive,2.9,6,1,1,12.37947368
794,Porsche Panamera 4S ST,2.9,6,1,1,12.37947368
795,Porsche Panamera GTS,4,8,1,1,13.83588235
796,Porsche Panamera GTS ST,4,8,1,1,13.83588235
797,Porsche Panamera Turbo S,4,8,1,1,13.83588235
798,RAM 1500 4X4,3,6,1,0,9.687676333
799,RAM 1500 Classic 4X2,3.6,6,0,1,11.74095132
800,RAM 1500 Classic 4X2,5.7,8,0,1,13.84174474
801,RAM 1500 Classic 4X4,3.6,6,0,1,12.5512943
802,RAM 1500 Classic 4X4,5.7,8,0,1,13.98902099
803,Rolls-Royce Motor Cars Limited Cullinan,6.7,12,1,1,16.62766777
804,Rolls-Royce Motor Cars Limited Cullinan Black Badge,6.7,12,1,1,16.62766777
805,Rolls-Royce Motor Cars Limited Ghost,6.7,12,1,1,16.65109233
806,Rolls-Royce Motor Cars Limited Ghost Black Badge,6.7,12,1,1,16.65109233
807,Rolls-Royce Motor Cars Limited Ghost Extended,6.7,12,1,1,16.65109233
808,Rolls-Royce Motor Cars Limited Phantom,6.7,12,1,1,16.98291672
809,Rolls-Royce Motor Cars Limited Phantom Extended,6.7,12,1,1,16.98291672
810,Subaru ASCENT AWD,2.4,4,1,1,10.62068779
811,Subaru ASCENT LIMITED/TOURING/ONYX AWD,2.4,4,1,1,11.12530094
812,Subaru BRZ,2.4,4,0,1,10.54134119
813,Subaru BRZ,2.4,4,0,1,9.560060805
814,Subaru CROSSTREK AWD,2,4,0,1,9.432017773
815,Subaru CROSSTREK AWD,2,4,0,1,7.863741069
816,Subaru CROSSTREK AWD,2.5,4,0,1,8.015853812
817,Subaru FORESTER AWD,2.5,4,0,1,8.210890837
818,Subaru FORESTER WILDERNESS AWD,2.5,4,0,1,8.963078412
819,Subaru IMPREZA 4-Door,2,4,0,1,8.954684068
820,Subaru IMPREZA 4-Door,2,4,0,1,7.450522021
821,Subaru IMPREZA 4-Door SPORT,2,4,0,1,7.726242486
822,Subaru IMPREZA 5-Door,2,4,0,1,8.905961288
823,Subaru IMPREZA 5-Door,2,4,0,1,7.566087868
824,Subaru IMPREZA 5-Door SPORT,2,4,0,1,9.308280139
825,Subaru IMPREZA 5-Door SPORT,2,4,0,1,7.775819947
826,Subaru LEGACY,2.4,4,1,1,8.979640142
827,Subaru LEGACY,2.5,4,0,1,7.832161778
828,Subaru OUTBACK AWD,2.4,4,1,1,9.498406904
829,Subaru OUTBACK AWD,2.5,4,0,1,8.34471577
830,Subaru OUTBACK WILDERNESS AWD,2.4,4,1,1,10.07763563
831,Subaru WRX,2.4,4,1,1,11.1374172
832,Subaru WRX,2.4,4,1,1,10.7687025
833,TOYOTA 4RUNNER 2WD,4,6,0,1,13.47036017
834,TOYOTA 4RUNNER 4WD,4,6,0,1,13.84981364
835,TOYOTA 4RUNNER 4WD,4,6,0,1,13.74066761
836,TOYOTA CAMRY,3.5,6,0,1,8.980874453
837,TOYOTA CAMRY AWD LE/SE,2.5,4,0,1,8.224327169
838,TOYOTA CAMRY AWD XLE/XSE,2.5,4,0,1,8.400357143
839,TOYOTA CAMRY LE/SE,2.5,4,0,1,7.409845981
840,TOYOTA CAMRY TRD,3.5,6,0,1,9.363940013
841,TOYOTA CAMRY XLE/XSE,2.5,4,0,1,7.587419355
842,TOYOTA CAMRY XSE,3.5,6,0,1,9.176169502
843,TOYOTA COROLLA,2,4,0,1,6.870494351
844,TOYOTA COROLLA,2,4,0,1,6.720285714
845,TOYOTA COROLLA CROSS,2,4,0,1,7.341708935
846,TOYOTA COROLLA CROSS AWD,2,4,0,1,7.840333333
847,TOYOTA COROLLA HATCHBACK,2,4,0,1,6.666704458
